0.7696 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7697 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7698 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7699 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.77 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7701 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7702 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7703 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7704 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7705 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7706 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7707 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7708 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7709 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.771 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7711 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7712 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7713 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7714 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7715 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7716 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7717 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7718 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7719 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.772 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7721 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7722 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7723 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7724 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7725 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7726 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7727 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7728 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7729 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.773 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7731 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7732 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7733 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7734 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7735 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7736 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7737 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7738 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7739 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.774 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7741 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7742 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7743 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7744 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7745 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7746 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7747 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7748 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7749 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.775 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7751 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7752 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7753 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7754 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7755 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7756 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7757 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7758 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7759 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.776 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7761 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7762 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7763 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7764 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7765 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7766 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7767 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7768 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7769 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.777 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7771 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7772 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7773 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7774 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7775 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7776 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7777 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7778 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7779 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.778 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7781 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7782 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7783 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7784 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7785 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7786 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7787 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7788 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7789 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.779 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7791 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7792 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7793 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7794 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7795 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7796 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7797 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7798 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7799 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.78 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7801 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7802 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7803 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7804 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7805 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7806 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7807 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7808 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7809 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.781 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7811 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7812 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7813 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7814 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7815 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7816 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7817 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7818 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7819 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.782 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7821 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7822 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7823 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7824 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7825 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7826 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7827 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7828 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7829 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.783 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7831 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7832 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7833 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7834 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7835 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7836 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7837 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7838 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7839 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.784 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7841 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7842 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7843 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7844 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7845 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7846 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7847 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7848 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7849 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.785 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7851 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7852 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7853 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7854 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7855 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7856 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7857 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7858 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7859 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.786 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7861 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7862 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7863 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7864 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7865 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7866 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7867 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7868 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7869 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.787 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7871 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7872 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7873 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7874 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7875 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7876 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7877 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7878 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7879 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.788 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7881 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7882 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7883 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7884 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7885 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7886 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7887 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7888 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7889 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.789 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7891 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7892 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7893 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7894 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7895 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7896 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7897 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7898 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7899 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.79 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7901 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7902 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7903 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7904 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7905 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7906 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7907 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7908 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7909 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.791 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7911 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7912 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7913 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7914 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7915 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7916 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7917 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7918 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7919 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.792 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7921 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7922 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7923 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7924 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7925 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7926 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7927 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7928 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7929 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.793 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7931 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7932 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7933 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7934 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7935 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7936 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7937 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7938 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7939 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.794 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7941 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7942 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7943 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7944 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7945 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7946 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7947 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7948 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7949 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.795 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7951 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7952 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7953 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7954 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7955 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7956 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7957 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7958 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7959 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.796 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7961 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7962 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7963 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7964 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7965 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7966 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7967 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7968 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7969 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.797 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7971 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7972 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7973 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7974 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7975 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7976 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7977 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7978 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7979 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.798 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7981 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7982 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7983 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7984 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7985 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7986 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7987 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7988 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7989 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.799 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7991 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7992 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7993 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7994 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7995 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7996 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7997 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7998 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.7999 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8001 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8002 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8003 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8004 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8005 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8006 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8007 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8008 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8009 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.801 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8011 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8012 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8013 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8014 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8015 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8016 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8017 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8018 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8019 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.802 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8021 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8022 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8023 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8024 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8025 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8026 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8027 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8028 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8029 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.803 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8031 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8032 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8033 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8034 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8035 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8036 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8037 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8038 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8039 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.804 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8041 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8042 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8043 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8044 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8045 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8046 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8047 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8048 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8049 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.805 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8051 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8052 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8053 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8054 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8055 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8056 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8057 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8058 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8059 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.806 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8061 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8062 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8063 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8064 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8065 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8066 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8067 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8068 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8069 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.807 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8071 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8072 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8073 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8074 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8075 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8076 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8077 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8078 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8079 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.808 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8081 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8082 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8083 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8084 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8085 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8086 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8087 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8088 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8089 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.809 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8091 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8092 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8093 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8094 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8095 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8096 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8097 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8098 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8099 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.81 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8101 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8102 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8103 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8104 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8105 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8106 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8107 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8108 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8109 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.811 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8111 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8112 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8113 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8114 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8115 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8116 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8117 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8118 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.8119 -0.0500006 -0.0500006 -0.0899986 -0.0899986
0.812 -0.0500006 -0.0500006 -0.0899986 -0.0899986
